forget,algo,init,steps,seed,model_utility,forget_Q_A_Prob,forget_Q_A_ROUGE,extraction_strength,source
forget10,NPO,scratch,250,1,0.6003919463554217,0.02896020490589308,0.2745163895197195,0.06323235542231609,tofu_Llama-3.2-1B-Instruct_forget10_NPO_scratch_S250_seed1_v2lam0p01_corr_EVAL_FP32
forget10,NPO,scratch,250,2,0.6008186925062674,0.027161672069871655,0.26351872280860084,0.06066083708195775,tofu_Llama-3.2-1B-Instruct_forget10_NPO_scratch_S250_seed2_v2lam0p01_corr_EVAL_FP32
forget10,NPO,scratch,50,0,0.5053836915057249,0.09447691478708294,0.2341840424142533,0.06965505282089757,tofu_Llama-3.2-1B-Instruct_forget10_NPO_scratch_S50_seed0_v2lam0p01_corr_EVAL_FP32
forget10,NPO,scratch,50,1,0.5093373263210413,0.09214219653207692,0.23716254591144512,0.06808804381769565,tofu_Llama-3.2-1B-Instruct_forget10_NPO_scratch_S50_seed1_v2lam0p01_corr_EVAL_FP32
forget10,NPO,scratch,50,2,0.5134292996574724,0.09281726627617899,0.25729164658050313,0.06597457580531721,tofu_Llama-3.2-1B-Instruct_forget10_NPO_scratch_S50_seed2_v2lam0p01_corr_EVAL_FP32
forget10,SimNPO,kforge_s045,100,0,0.5770688920486134,0.403395225442946,0.411880679298815,0.14319859824498163,tofu_Llama-3.2-1B-Instruct_forget10_SimNPO_kforge_s045_S100_seed0_v2lam0p01_corr_EVAL_FP32
forget10,SimNPO,kforge_s045,100,1,0.5822874234844433,0.4185858586244285,0.42105388329260796,0.1451000720274747,tofu_Llama-3.2-1B-Instruct_forget10_SimNPO_kforge_s045_S100_seed1_v2lam0p01_corr_EVAL_FP32
forget10,SimNPO,kforge_s045,100,2,0.5790900413812604,0.4158712610974908,0.4155576847943317,0.1409595217591853,tofu_Llama-3.2-1B-Instruct_forget10_SimNPO_kforge_s045_S100_seed2_v2lam0p01_corr_EVAL_FP32
forget10,SimNPO,kforge_s045,250,0,0.5954177146078644,0.26257292687892914,0.37923307687542507,0.10880074045463096,tofu_Llama-3.2-1B-Instruct_forget10_SimNPO_kforge_s045_S250_seed0_v2lam0p01_corr_EVAL_FP32
forget10,SimNPO,kforge_s045,250,1,0.5958090387039666,0.2795595240592956,0.39056644173937244,0.10941585780852163,tofu_Llama-3.2-1B-Instruct_forget10_SimNPO_kforge_s045_S250_seed1_v2lam0p01_corr_EVAL_FP32
forget10,SimNPO,kforge_s045,250,2,0.5941224856260441,0.2859143191203475,0.39757075319187535,0.11420273898011532,tofu_Llama-3.2-1B-Instruct_forget10_SimNPO_kforge_s045_S250_seed2_v2lam0p01_corr_EVAL_FP32
forget10,SimNPO,kforge_s045,50,0,0.5800225238393123,0.5436775424331427,0.4526561870940234,0.19023024396957788,tofu_Llama-3.2-1B-Instruct_forget10_SimNPO_kforge_s045_S50_seed0_v2lam0p01_corr_EVAL_FP32
forget10,SimNPO,kforge_s045,50,1,0.5691009603533265,0.5414844888448715,0.46143176172828093,0.19205950804723526,tofu_Llama-3.2-1B-Instruct_forget10_SimNPO_kforge_s045_S50_seed1_v2lam0p01_corr_EVAL_FP32
forget10,SimNPO,kforge_s045,50,2,0.5675598952181927,0.5404472649656236,0.4717843036161136,0.19441902414559975,tofu_Llama-3.2-1B-Instruct_forget10_SimNPO_kforge_s045_S50_seed2_v2lam0p01_corr_EVAL_FP32
forget10,SimNPO,kforge_s06,100,0,0.5789376364097465,0.39420535914599897,0.4216918604936206,0.13894993836195282,tofu_Llama-3.2-1B-Instruct_forget10_SimNPO_kforge_s06_S100_seed0_v2lam0p01_corr_EVAL_FP32
forget10,SimNPO,kforge_s06,100,1,0.5828091205672384,0.4121331877633929,0.40963884949200347,0.14616962787281948,tofu_Llama-3.2-1B-Instruct_forget10_SimNPO_kforge_s06_S100_seed1_v2lam0p01_corr_EVAL_FP32
forget10,SimNPO,kforge_s06,100,2,0.5833564298051676,0.41333838753402236,0.41602233552150863,0.14784161053785772,tofu_Llama-3.2-1B-Instruct_forget10_SimNPO_kforge_s06_S100_seed2_v2lam0p01_corr_EVAL_FP32
forget10,SimNPO,kforge_s06,250,0,0.5878170026027517,0.2626240970753133,0.3931076335404882,0.10967543880448918,tofu_Llama-3.2-1B-Instruct_forget10_SimNPO_kforge_s06_S250_seed0_v2lam0p01_corr_EVAL_FP32
forget10,SimNPO,kforge_s06,250,1,0.5952478290730372,0.2743986196257174,0.38169626981326593,0.11073903778494096,tofu_Llama-3.2-1B-Instruct_forget10_SimNPO_kforge_s06_S250_seed1_v2lam0p01_corr_EVAL_FP32
forget10,SimNPO,kforge_s06,250,2,0.5921158550491604,0.27856544483453033,0.3930068555808282,0.10934253705219983,tofu_Llama-3.2-1B-Instruct_forget10_SimNPO_kforge_s06_S250_seed2_v2lam0p01_corr_EVAL_FP32
forget10,SimNPO,kforge_s06,50,0,0.5763529491332685,0.5341200888156891,0.44692394311668565,0.18575667763517584,tofu_Llama-3.2-1B-Instruct_forget10_SimNPO_kforge_s06_S50_seed0_v2lam0p01_corr_EVAL_FP32
forget10,SimNPO,kforge_s06,50,1,0.5693552005785698,0.5323697849363088,0.45193016632998934,0.18418699615402687,tofu_Llama-3.2-1B-Instruct_forget10_SimNPO_kforge_s06_S50_seed1_v2lam0p01_corr_EVAL_FP32
forget10,SimNPO,kforge_s06,50,2,0.567785731458889,0.5358048230037094,0.45873888607142327,0.19415833934955004,tofu_Llama-3.2-1B-Instruct_forget10_SimNPO_kforge_s06_S50_seed2_v2lam0p01_corr_EVAL_FP32
forget10,SimNPO,scratch,100,0,0.5800572733745943,0.5129787265136838,0.46969724474210284,0.16377524786379904,tofu_Llama-3.2-1B-Instruct_forget10_SimNPO_scratch_S100_seed0_v2lam0p01_corr_EVAL_FP32
forget10,SimNPO,scratch,100,1,0.5839898902476794,0.5296465026587248,0.4755791603124227,0.1866894940118248,tofu_Llama-3.2-1B-Instruct_forget10_SimNPO_scratch_S100_seed1_v2lam0p01_corr_EVAL_FP32
forget10,SimNPO,scratch,100,2,0.5825103608576334,0.5120914808288216,0.4713074690824055,0.16542007935348843,tofu_Llama-3.2-1B-Instruct_forget10_SimNPO_scratch_S100_seed2_v2lam0p01_corr_EVAL_FP32
forget10,SimNPO,scratch,250,0,0.5925818191835132,0.3344620301946998,0.4153346420435811,0.11327021143516483,tofu_Llama-3.2-1B-Instruct_forget10_SimNPO_scratch_S250_seed0_v2lam0p01_corr_EVAL_FP32
forget10,SimNPO,scratch,250,1,0.598548492566325,0.3335220869258046,0.4253854048861645,0.11414190886089497,tofu_Llama-3.2-1B-Instruct_forget10_SimNPO_scratch_S250_seed1_v2lam0p01_corr_EVAL_FP32
forget10,SimNPO,scratch,250,2,0.5959420321052492,0.3428680243017152,0.4245088779739748,0.12034858413045227,tofu_Llama-3.2-1B-Instruct_forget10_SimNPO_scratch_S250_seed2_v2lam0p01_corr_EVAL_FP32
forget10,SimNPO,scratch,50,0,0.5833450500396457,0.6611194770410657,0.5375950710941158,0.2624694077511355,tofu_Llama-3.2-1B-Instruct_forget10_SimNPO_scratch_S50_seed0_v2lam0p01_corr_EVAL_FP32
forget10,SimNPO,scratch,50,1,0.5759241941904918,0.6599230570346117,0.5253404727614317,0.28147841221865955,tofu_Llama-3.2-1B-Instruct_forget10_SimNPO_scratch_S50_seed1_v2lam0p01_corr_EVAL_FP32
forget10,SimNPO,scratch,50,2,0.5704383398111921,0.6647363995015622,0.5412530493184101,0.2670276377061793,tofu_Llama-3.2-1B-Instruct_forget10_SimNPO_scratch_S50_seed2_v2lam0p01_corr_EVAL_FP32
